Product Name,License Type,Product Line (PL),Product Family,Unit of Measure,List Price (USD),PRP Number,Status,Price List
BMC Premier Support Governance - SaaS,SaaS,ITSM,ITSM SaaS,Each ,5000,PRP-00006839,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Automation for Servers - SaaS,SaaS,Other DSOM,Other On Prem,Each ,3333,PRP-00006023,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Capacity Optimization - SaaS,SaaS,ITOM,ITOM SaaS,Each ,3333,PRP-00006025,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Discovery - SaaS,SaaS,ITOM,ITOM SaaS,Each ,3333,PRP-00006027,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Emerging Markets - Automation for Servers - SaaS,SaaS,Other DSOM,Other On Prem,Each ,2433,PRP-00006477,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Emerging Markets - Capacity Optimization - SaaS,SaaS,ITOM,ITOM SaaS,Each ,2433,PRP-00006890,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Emerging Markets - Discovery - SaaS,SaaS,ITOM,ITOM SaaS,Each ,2433,PRP-00006895,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Emerging Markets - ITSM - SaaS,SaaS,ITSM,ITSM SaaS,Each ,2433,PRP-00006875,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Emerging Markets - Operations Management - SaaS,SaaS,ITOM,ITOM SaaS,Each ,2433,PRP-00006892,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Emerging Markets - Orchestrator - SaaS,SaaS,Other DSOM,Other On Prem,Each ,2433,PRP-00006894,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - ITSM - SaaS,SaaS,ITSM,ITSM SaaS,Each ,3333,PRP-00007131,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Network Automation - SaaS,SaaS,Other DSOM,Other On Prem,Each ,3333,PRP-00007132,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Operations Management - SaaS,SaaS,ITOM,ITOM SaaS,Each ,3333,PRP-00007133,Withdrawn,USA List Prices 
BMC Premier Support Risk Mitigation Bundle - Orchestrator - SaaS,SaaS,Other DSOM,Other On Prem,Each ,3333,PRP-00006474,Withdrawn,USA List Prices 
BMC Premier Support Technical - Netreo Professional,OPS,ITOM,ITOM On Prem,Each ,3916.67,PRP-00010997,Withdrawn,USA List Prices 
BMC Premier Support Technical - Netreo Professional,Perpetual,ITOM,ITOM On Prem,Each ,47000,PRP-00010998,Withdrawn,USA List Prices 
BMC Premier Support Technical - Netreo Ultimate,OPS,ITOM,ITOM On Prem,Each ,8250,PRP-00010995,Withdrawn,USA List Prices 
BMC Premier Support Technical - Netreo Ultimate,Perpetual,ITOM,ITOM On Prem,Each ,99000,PRP-00010996,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte ,31.15,PRP-00000565,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte ,935,PRP-00000566,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,7624.76,PRP-00000574,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,1591.23,PRP-00000570,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,388.86,PRP-00000567,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,11437.18,PRP-00000575,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,2859.28,PRP-00000571,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,648.12,PRP-00000568,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,3431.14,PRP-00000572,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,953.1,PRP-00000569,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,OPS,CVT,DM - DS,per gigabyte range ,3812.38,PRP-00000573,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,228743,PRP-00000583,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,47737,PRP-00000579,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,11666,PRP-00000576,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,343115,PRP-00000584,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,85778,PRP-00000580,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,19444,PRP-00000577,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,102934,PRP-00000581,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,28593,PRP-00000578,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases,Perpetual,CVT,DM - DS,per gigabyte range ,114371,PRP-00000582,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte ,22.63,PRP-00004416,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte ,679,PRP-00004418,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,4441.11,PRP-00004435,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,646.73,PRP-00004426,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,280.41,PRP-00004420,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,6658.98,PRP-00004437,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,1163.6,PRP-00004429,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,402.55,PRP-00004422,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,1716.75,PRP-00004431,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,524.64,PRP-00004424,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,OPS,CVT,DM - DS,per gigabyte range ,2219.66,PRP-00004433,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,133235,PRP-00004455,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,19402,PRP-00004446,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,8412,PRP-00004439,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,199772,PRP-00004457,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,34908,PRP-00004448,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,12077,PRP-00004441,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,51503,PRP-00004450,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,15739,PRP-00004443,Withdrawn,USA List Prices 
BMC Recovery Manager for Databases on Microsoft Windows,Perpetual,CVT,DM - DS,per gigabyte range ,66591,PRP-00004453,Withdrawn,USA List Prices 
BMC Recovery Manager Module for IBM Tivoli Storage Manager,OPS,CVT,DM - DS,per installed server ,68.96,PRP-00002885,Withdrawn,USA List Prices 
BMC Recovery Manager Module for IBM Tivoli Storage Manager,Perpetual,CVT,DM - DS,per installed server ,2069,PRP-00002886,Withdrawn,USA List Prices 
BMC Recovery Manager Module for Symantec NetBackup,OPS,CVT,DM - DS,per installed server ,68.96,PRP-00001142,Withdrawn,USA List Prices 
BMC Recovery Manager Module for Symantec NetBackup,Perpetual,CVT,DM - DS,per installed server ,2069,PRP-00001143,Withdrawn,USA List Prices 
BMC Release Lifecycle Management - License Add-on,OPS,CVT,RLM,per managed asset - server endpoint ,357.33,PRP-00001945,Controlled,USA List Prices 
BMC Release Lifecycle Management - License Add-on,Perpetual,CVT,RLM,per managed asset - server endpoint ,10720,PRP-00001946,Controlled,USA List Prices 
BMC Release Process Management - License Add-on,OPS,CVT,RLM,per managed asset - server endpoint ,125.07,PRP-00001197,Controlled,USA List Prices 
BMC Release Process Management - License Add-on,Perpetual,CVT,RLM,per managed asset - server endpoint ,3752,PRP-00001198,Controlled,USA List Prices 
BMC Service Provider Fee - CVT,OPS,CVT,FootPrints Service Core,Each ,8333.33,PRP-00000415,Generally Available,USA List Prices 
BMC Service Provider Fee - DSOM,OPS,ITSM,ITSM On Prem,Each ,8333.33,PRP-00001494,Generally Available,USA List Prices 
BMC Service Provider Fee - DSOM - SaaS,SaaS,ITSM,ITSM SaaS,Each ,8333.33,PRP-00000732,Generally Available,USA List Prices 
BMC StreamWeaver - Premium,OPS,ITOM,ITOM On Prem,per adapter ,1562.79,PRP-00007197,Withdrawn,USA List Prices 
BMC StreamWeaver - Premium,Perpetual,ITOM,ITOM On Prem,per adapter ,46884,PRP-00007198,Withdrawn,USA List Prices 
BMC StreamWeaver Outbound Royalty (IBM),Perpetual,ITOM,ITOM On Prem,N/A ,0,PRP-00010408,Generally Available,USA List Prices 
BMC Third Party Use and Access Fee - CVT,OPS,CVT,FootPrints Service Core,Each ,8333.33,PRP-00003704,Generally Available,USA List Prices 
BMC Third Party Use and Access Fee - DSOM,OPS,Other DSOM,Other On Prem,Each ,8333.33,PRP-00004122,Generally Available,USA List Prices 
BMC Transitional Processing Fee - CVT,OPS,CVT,FootPrints Service Core,Each ,8333.33,PRP-00000733,Generally Available,USA List Prices 
BMC Transitional Processing Fee - DSOM,OPS,Other DSOM,Other On Prem,Each ,8333.33,PRP-00000563,Generally Available,USA List Prices 
Catchpoint for BMC Helix (1 Agent per Instance) - MarketZone,SaaS,ITOM,ITOM SaaS,per instance - SaaS ,4456.86,PRP-00004884,Transition,USA List Prices 
Catchpoint for BMC Helix (100000 Points/Month) - MarketZone,SaaS,ITOM,ITOM SaaS,Each ,6945.75,PRP-00004885,Transition,USA List Prices 
Client Management - Compliance for Track-It!,OPS,CVT,Track-It,per node ,1.08,PRP-00003711,Generally Available,USA List Prices 
Client Management - Compliance for Track-It!,Perpetual,CVT,Track-It,per node ,23,PRP-00003712,Generally Available,USA List Prices 
Client Management - Deployment for Track-It!,OPS,CVT,Track-It,per node ,1.61,PRP-00003709,Generally Available,USA List Prices 
Client Management - Deployment for Track-It!,Perpetual,CVT,Track-It,per node ,35,PRP-00003710,Generally Available,USA List Prices 
Client Management - Inventory for Track-It!,OPS,CVT,Track-It,per node ,0.99,PRP-00003756,Generally Available,USA List Prices 
Client Management - Inventory for Track-It!,Perpetual,CVT,Track-It,per node ,21,PRP-00003757,Generally Available,USA List Prices 
Client Management - Master Server for Track-It!,OPS,CVT,Track-It,per instance ,85.42,PRP-00001675,Generally Available,USA List Prices 
Client Management - Master Server for Track-It!,Perpetual,CVT,Track-It,per instance ,1863,PRP-00001676,Generally Available,USA List Prices 
Client Management - Patch for Track-It!,OPS,CVT,Track-It,per node ,1.08,PRP-00001387,Generally Available,USA List Prices 
Client Management - Patch for Track-It!,Perpetual,CVT,Track-It,per node ,23,PRP-00001388,Generally Available,USA List Prices 
Client Management - Remote for Track-It!,OPS,CVT,Track-It,per instance ,0.85,PRP-00003706,Generally Available,USA List Prices 
Client Management - Remote for Track-It!,Perpetual,CVT,Track-It,per instance ,18,PRP-00003707,Generally Available,USA List Prices 
Client Management for Track-It!,OPS,CVT,Track-It,per instance ,0,PRP-00004667,Generally Available,USA List Prices 
Client Management for Track-It!,Perpetual,CVT,Track-It,per instance ,0,PRP-00004669,Generally Available,USA List Prices 
Cloud Lifecycle Management - Core License Add-on,OPS,CVT,CLM,per managed asset - server endpoint ,29.02,PRP-00004401,Controlled,USA List Prices 
Cloud Lifecycle Management - Core License Add-on,Perpetual,CVT,CLM,per managed asset - server endpoint ,871,PRP-00004402,Controlled,USA List Prices 
Cloud Lifecycle Management - Standard Pack License Add-on,OPS,CVT,CLM,per managed asset - server endpoint ,218.87,PRP-00001394,Controlled,USA List Prices 
Cloud Lifecycle Management - Standard Pack License Add-on,Perpetual,CVT,CLM,per managed asset - server endpoint ,6566,PRP-00001395,Controlled,USA List Prices 
DBI Inbound Royalty (SmartDBA and DGI suites) - named product: Brother-Panther,Perpetual,CVT,DM - DS,N/A ,0,PRP-00010401,Generally Available,USA List Prices 
Entuity Flow Analyzer for BMC Solutions - MarketZone,OPS,CVT,BPPM,per enterprise ,6398.09,PRP-00000984,Transition,USA List Prices 
Entuity Flow Analyzer for BMC Solutions - MarketZone,Perpetual,CVT,BPPM,per enterprise ,191943,PRP-00000985,Transition,USA List Prices 
Entuity for BMC Solutions - Base License - MarketZone,OPS,CVT,BPPM,per enterprise ,604.91,PRP-00004226,Transition,USA List Prices 
Entuity for BMC Solutions - Base License - MarketZone,Perpetual,CVT,BPPM,per enterprise ,18147,PRP-00004227,Transition,USA List Prices 
Entuity Integrator for BMC Solutions - MarketZone,OPS,CVT,BPPM,per third-party software ,1209.81,PRP-00001153,Transition,USA List Prices 
Entuity Integrator for BMC Solutions - MarketZone,Perpetual,CVT,BPPM,per third-party software ,36295,PRP-00001154,Transition,USA List Prices 
Entuity N/W Analyzer for BMC-Basic Device Lic-MarketZone,OPS,CVT,BPPM,per managed asset - device endpoint ,24.95,PRP-00007039,Transition,USA List Prices 
Entuity N/W Analyzer for BMC-Basic Device Lic-MarketZone,Perpetual,CVT,BPPM,per managed asset - device endpoint ,748,PRP-00007040,Transition,USA List Prices 
Entuity Network Analyzer for BMC Solutions - Full Device - MarketZone,OPS,CVT,BPPM,per managed asset - device endpoint ,49.9,PRP-00004237,Transition,USA List Prices 
Entuity Network Analyzer for BMC Solutions - Full Device - MarketZone,Perpetual,CVT,BPPM,per managed asset - device endpoint ,1497,PRP-00004238,Transition,USA List Prices 
Entuity Network Monitoring for BMC Solutions - MarketZone,OPS,CVT,BPPM,per managed network device ,45.37,PRP-00004239,Transition,USA List Prices 
Entuity Network Monitoring for BMC Solutions - MarketZone,Perpetual,CVT,BPPM,per managed network device ,1361,PRP-00004240,Transition,USA List Prices 
Entuity SurePath for BMC Solutions (100 SurePaths) - MarketZone,OPS,CVT,BPPM,Each ,1750.33,PRP-00006949,Transition,USA List Prices 
Entuity SurePath for BMC Solutions (100 SurePaths) - MarketZone,Perpetual,CVT,BPPM,Each ,52510,PRP-00006951,Transition,USA List Prices 
Exclusive Distributor Rights - CVT,OPS,CVT,FootPrints Service Core,Each ,4166666.67,PRP-00015279,Controlled,USA List Prices 
Exclusive Distributor Rights - CVT SaaS,SaaS,CVT,FootPrints Service Core,Each ,4166666.67,PRP-00015280,Controlled,USA List Prices 
Exclusive Distributor Rights - DSOM,OPS,ITSM,ITSM On Prem,Each ,4166666.67,PRP-00012383,Controlled,USA List Prices 
Exclusive Distributor Rights - DSOM SaaS,SaaS,ITSM,ITSM SaaS,Each ,4166666.67,PRP-00012384,Controlled,USA List Prices 
FootPrints 1 Named 2 CC User Software Package,OPS,CVT,FootPrints Service Core,per instance ,1146.21,PRP-00004394,Generally Available,USA List Prices 
FootPrints 1 Named 2 CC User Software Package,Perpetual,CVT,FootPrints Service Core,per instance ,30566,PRP-00004396,Generally Available,USA List Prices 
FootPrints 1 Named 2 CC User Software Package - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,873.38,PRP-00000007,Withdrawn,USA List Prices 
FootPrints 5 Named User BASE Software Package,OPS,CVT,FootPrints Service Core,per instance ,616.98,PRP-00004391,Generally Available,USA List Prices 
FootPrints 5 Named User BASE Software Package,Perpetual,CVT,FootPrints Service Core,per instance ,16453,PRP-00004393,Generally Available,USA List Prices 
FootPrints 5 Named User Software Package,OPS,CVT,FootPrints Service Core,per instance ,1146.21,PRP-00004397,Generally Available,USA List Prices 
FootPrints 5 Named User Software Package,Perpetual,CVT,FootPrints Service Core,per instance ,30566,PRP-00004399,Generally Available,USA List Prices 
FootPrints 5 Named User Software Package - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,847.93,PRP-00000287,Withdrawn,USA List Prices 
FootPrints Additional Concurrent User Agents,OPS,CVT,FootPrints Service Core,per concurrent user ,208.49,PRP-00005175,Generally Available,USA List Prices 
FootPrints Additional Concurrent User Agents,Perpetual,CVT,FootPrints Service Core,per concurrent user ,5560,PRP-00005176,Generally Available,USA List Prices 
FootPrints Additional Concurrent User Agents - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per concurrent user - SaaS ,154.28,PRP-00001382,Withdrawn,USA List Prices 
FootPrints Additional Named User Agents,OPS,CVT,FootPrints Service Core,per named user ,97.72,PRP-00004764,Generally Available,USA List Prices 
FootPrints Additional Named User Agents,Perpetual,CVT,FootPrints Service Core,per named user ,2606,PRP-00004765,Generally Available,USA List Prices 
FootPrints Additional Named User Agents - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per named user - SaaS ,71.74,PRP-00000288,Withdrawn,USA List Prices 
FootPrints Change Management,OPS,CVT,FootPrints Service Core,per instance ,272.58,PRP-00004589,Generally Available,USA List Prices 
FootPrints Change Management,Perpetual,CVT,FootPrints Service Core,per instance ,7268,PRP-00004590,Generally Available,USA List Prices 
FootPrints Change Management - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,202.06,PRP-00001152,Withdrawn,USA List Prices 
FootPrints Change Management Concurrent User Uplift,OPS,CVT,FootPrints Service Core,per concurrent user ,24.97,PRP-00004631,Generally Available,USA List Prices 
FootPrints Change Management Concurrent User Uplift,Perpetual,CVT,FootPrints Service Core,per concurrent user ,666,PRP-00004633,Generally Available,USA List Prices 
FootPrints Change Management Concurrent User Uplift - Managed Care Hosting Fee - SAAS,SaaS,Other DSOM,Other SaaS,per named user - SaaS ,19.59,PRP-00001334,Withdrawn,USA List Prices 
FootPrints Change Management User Uplift,OPS,CVT,FootPrints Service Core,per named user ,24.97,PRP-00006180,Generally Available,USA List Prices 
FootPrints Change Management User Uplift,Perpetual,CVT,FootPrints Service Core,per named user ,666,PRP-00006181,Generally Available,USA List Prices 
FootPrints Change Management User Uplift - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per named user - SaaS ,19.59,PRP-00005373,Withdrawn,USA List Prices 
FootPrints Concurrent User Agent Suite,OPS,CVT,FootPrints Service Core,per concurrent user ,277.09,PRP-00004476,Generally Available,USA List Prices 
FootPrints Concurrent User Agent Suite,Perpetual,CVT,FootPrints Service Core,per concurrent user ,7389,PRP-00004480,Generally Available,USA List Prices 
FootPrints Configuration Management,OPS,CVT,FootPrints Service Core,per instance ,272.58,PRP-00004578,Generally Available,USA List Prices 
FootPrints Configuration Management,Perpetual,CVT,FootPrints Service Core,per instance ,7268,PRP-00004580,Generally Available,USA List Prices 
FootPrints Configuration Management - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,202.06,PRP-00003230,Withdrawn,USA List Prices 
FootPrints Configuration Management Concurrent User Uplift,OPS,CVT,FootPrints Service Core,per concurrent user ,24.97,PRP-00002314,Generally Available,USA List Prices 
FootPrints Configuration Management Concurrent User Uplift,Perpetual,CVT,FootPrints Service Core,per concurrent user ,666,PRP-00002315,Generally Available,USA List Prices 
FootPrints Configuration Management Concurrent User Uplift - Managed Care Hosting,SaaS,Other DSOM,Other SaaS,per named user - SaaS ,19.59,PRP-00003137,Withdrawn,USA List Prices 
FootPrints Configuration Management User Uplift,OPS,CVT,FootPrints Service Core,per named user ,24.97,PRP-00006280,Generally Available,USA List Prices 
FootPrints Configuration Management User Uplift,Perpetual,CVT,FootPrints Service Core,per named user ,666,PRP-00006281,Generally Available,USA List Prices 
FootPrints Configuration Management User Uplift Fee - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per named user - SaaS ,19.59,PRP-00000142,Withdrawn,USA List Prices 
FootPrints CRM Bridge - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,336.75,PRP-00003162,Withdrawn,USA List Prices 
FootPrints Dyn. SQL DB Link/DS DL - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,336.75,PRP-00001488,Withdrawn,USA List Prices 
FootPrints Dynamic Address Book Link - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,0,PRP-00006725,Withdrawn,USA List Prices 
FootPrints Dynamic Address Book Link /LD AP,OPS,CVT,FootPrints Service Core,per instance ,462.62,PRP-00006368,Withdrawn,USA List Prices 
FootPrints Dynamic Address Book Link /LD AP,Perpetual,CVT,FootPrints Service Core,per instance ,12336,PRP-00006369,Generally Available,USA List Prices 
FootPrints Dynamic SQL DB Link/DS DL,OPS,CVT,FootPrints Service Core,per instance ,453.79,PRP-00005458,Generally Available,USA List Prices 
FootPrints Dynamic SQL DB Link/DS DL,Perpetual,CVT,FootPrints Service Core,per instance ,12101,PRP-00005459,Generally Available,USA List Prices 
FootPrints Mobile,OPS,CVT,FootPrints Service Core,per named user ,11.94,PRP-00004851,Withdrawn,USA List Prices 
FootPrints Mobile,Perpetual,CVT,FootPrints Service Core,per named user ,319,PRP-00004852,Generally Available,USA List Prices 
FootPrints Mobile - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per named user - SaaS ,8.66,PRP-00000330,Withdrawn,USA List Prices 
FootPrints MS SCCM Integration,OPS,CVT,FootPrints Service Core,per instance ,462.62,PRP-00006364,Withdrawn,USA List Prices 
FootPrints MS SCCM Integration,Perpetual,CVT,FootPrints Service Core,per instance ,12336,PRP-00006365,Generally Available,USA List Prices 
FootPrints MS SCCM Integration - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,336.75,PRP-00000374,Withdrawn,USA List Prices 
FootPrints Named User Agent Suite,OPS,CVT,FootPrints Service Core,per named user ,163.55,PRP-00004459,Generally Available,USA List Prices 
FootPrints Named User Agent Suite,Perpetual,CVT,FootPrints Service Core,per named user ,4361,PRP-00004461,Generally Available,USA List Prices 
FootPrints Suite Software Package,OPS,CVT,FootPrints Service Core,per instance ,705.17,PRP-00006769,Generally Available,USA List Prices 
FootPrints Suite Software Package,Perpetual,CVT,FootPrints Service Core,per instance ,18805,PRP-00006771,Generally Available,USA List Prices 
FootPrints Suite Software Package - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per instance - SaaS ,873.38,PRP-00003132,Withdrawn,USA List Prices 
FootPrints Unlimited Named User Agents,OPS,CVT,FootPrints Service Core,per named user ,1852.3,PRP-00004762,Withdrawn,USA List Prices 
FootPrints Unlimited Named User Agents,Perpetual,CVT,FootPrints Service Core,per named user ,49394,PRP-00004763,Transition,USA List Prices 
FootPrints Unlimited Named User Agents - Managed Care Hosting Fee - SaaS,SaaS,Other DSOM,Other SaaS,per named user - SaaS ,0,PRP-00003805,Withdrawn,USA List Prices 
Harman Connected Services - (Inbound Royalty BMC Middleware Automation LAO61),Perpetual,CVT,BMA,N/A ,0,PRP-00010406,Generally Available,USA List Prices 
ITConcepts Inbound Royalty (Calendra IDM Directory Management (CDM) Solutions LP1CP),Perpetual,CVT,IDM,N/A ,0,PRP-00010403,Generally Available,USA List Prices 
Keyva Seamless Data Pump for BMC DSM Solutions ServiceNow - MarketZone,OPS,ITOM,ITOM On Prem,per third-party software ,3786.31,PRP-00001465,Generally Available,USA List Prices 
Keyva Seamless Data Pump for BMC DSM Solutions ServiceNow - MarketZone,Perpetual,ITOM,ITOM On Prem,per third-party software ,113589,PRP-00001466,Generally Available,USA List Prices 
Keyva Seamless Data Pump for BMC DSM Solutions Universal - MarketZone,OPS,ITOM,ITOM On Prem,per third-party software ,3640.68,PRP-00005159,Generally Available,USA List Prices 
Keyva Seamless Data Pump for BMC DSM Solutions Universal - MarketZone,Perpetual,ITOM,ITOM On Prem,per third-party software ,109221,PRP-00005160,Generally Available,USA List Prices 
Keyva Seamless Data Pump for BMC DSO Solutions - MarketZone,OPS,ITOM,ITOM On Prem,per third-party software ,3786.31,PRP-00004584,Generally Available,USA List Prices 
Keyva Seamless Data Pump for BMC DSO Solutions - MarketZone,Perpetual,ITOM,ITOM On Prem,per third-party software ,113589,PRP-00004585,Generally Available,USA List Prices 
MarketZone CoSell - Automate-it,OPS,Remediate,Remediate On Prem,N/A ,8333.33,PRP-00004724,Generally Available,USA List Prices 
MarketZone CoSell - Automate-it,Perpetual,Remediate,Remediate On Prem,N/A ,100000,PRP-00004725,Generally Available,USA List Prices 
MarketZone CoSell - Automation Anywhere,OPS,ITSM,ITSM On Prem,N/A ,0,PRP-00002532,Generally Available,USA List Prices 
MarketZone CoSell - Automation Anywhere,Perpetual,ITSM,ITSM On Prem,N/A ,0,PRP-00002533,Generally Available,USA List Prices 
MarketZone CoSell - Automation Anywhere - A+ Gold Support,OPS,ITSM,ITSM On Prem,N/A ,8333.33,PRP-00012517,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - A+ Gold Support,Perpetual,ITSM,ITSM On Prem,N/A ,100000,PRP-00012518,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - A+ Silver Support v2,OPS,ITSM,ITSM On Prem,N/A ,8333.33,PRP-00015155,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - A+ Silver Support v2,Perpetual,ITSM,ITSM On Prem,N/A ,100000,PRP-00015156,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - A+ Tokens - Americas,OPS,ITSM,ITSM On Prem,N/A ,8333.33,PRP-00012519,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - A+ Tokens - Americas,Perpetual,ITSM,ITSM On Prem,N/A ,100000,PRP-00012520,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - AAI Automation 360 On-Premises - Bot Insight Platform,OPS,ITSM,ITSM On Prem,N/A ,8333.33,PRP-00012521,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - AAI Automation 360 On-Premises - Bot Insight Platform,Perpetual,ITSM,ITSM On Prem,N/A ,100000,PRP-00012522,Controlled,USA List Prices 
MarketZone CoSell - Automation Anywhere - Annual Price Uplift,OPS,ITSM,ITSM On Prem,N/A ,8333.33,PRP-00012523,Controlled,USA List Prices 
