Product Name,License Type,Product Line (PL),Product Family,Unit of Measure,List Price (USD),PRP Number,Status,Price List
BMC Helix ITSM (German Regulated Cloud) - Service Optimization Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,520.58,PRP-00000392,Generally Available,USA List Prices 
BMC Helix ITSM (German Regulated Cloud) - Service Optimization User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,173.5,PRP-00000393,Generally Available,USA List Prices 
BMC Helix ITSM (German Regulated Cloud) - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,891.76,PRP-00000394,Generally Available,USA List Prices 
BMC Helix ITSM (German Regulated Cloud) - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,297.28,PRP-00000395,Generally Available,USA List Prices 
BMC Helix ITSM (Public Sector) - Service Optimization User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,172.73,PRP-00006732,Transition,USA List Prices 
BMC Helix ITSM (Public Sector) - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,870.49,PRP-00006755,Transition,USA List Prices 
BMC Helix ITSM (Public Sector) - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,290.15,PRP-00006753,Transition,USA List Prices 
BMC Helix ITSM for Migrations - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,350.5,PRP-00007070,Withdrawn,USA List Prices 
BMC Helix ITSM for Migrations - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,116.83,PRP-00007069,Withdrawn,USA List Prices 
BMC Helix ITSM on AWS - Service Desk Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,409.74,PRP-00000386,Transition,USA List Prices 
BMC Helix ITSM on AWS - Service Desk User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,136.58,PRP-00000400,Transition,USA List Prices 
BMC Helix ITSM on AWS - Service Optimization Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,433.83,PRP-00000406,Transition,USA List Prices 
BMC Helix ITSM on AWS - Service Optimization User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,144.61,PRP-00000387,Transition,USA List Prices 
BMC Helix ITSM on AWS - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,743.15,PRP-00000404,Transition,USA List Prices 
BMC Helix ITSM on AWS - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,247.72,PRP-00000403,Transition,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Service Desk Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,703.78,PRP-00006744,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Service Desk Concurrent User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,703.78,PRP-00011265,Controlled,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Service Desk User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,234.59,PRP-00006747,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Service Desk User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,234.61,PRP-00011266,Controlled,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Service Optimization Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,747.17,PRP-00006749,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Service Optimization User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,249.06,PRP-00006738,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,1405.15,PRP-00006740,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Suite Concurrent User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,1405.14,PRP-00011267,Controlled,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,468.39,PRP-00006742,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 4) - Suite User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,468.4,PRP-00011268,Controlled,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Service Desk Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,844.53,PRP-00000380,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Service Desk Concurrent User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,844.52,PRP-00011269,Controlled,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Service Desk User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,281.51,PRP-00000381,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Service Desk User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,281.52,PRP-00011270,Controlled,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Service Optimization Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,896.59,PRP-00000382,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Service Optimization User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,298.88,PRP-00000383,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,1686.18,PRP-00000384,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Suite Concurrent User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,1686.16,PRP-00011271,Controlled,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,562.06,PRP-00000385,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (DoD Impact Level 5) - Suite User License - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,562.05,PRP-00011272,Controlled,USA List Prices 
BMC Helix ITSM on AWS (FedRAMP) - Service Desk Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,586.49,PRP-00006767,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (FedRAMP) - Service Desk User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,195.5,PRP-00006763,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (FedRAMP) - Service Optimization Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,622.64,PRP-00006761,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (FedRAMP) - Service Optimization User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,207.55,PRP-00006765,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (FedRAMP) - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,1170.96,PRP-00006757,Generally Available,USA List Prices 
BMC Helix ITSM on AWS (FedRAMP) - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,390.32,PRP-00006759,Generally Available,USA List Prices 
BMC Helix ITSM on Azure - Service Desk Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,409.74,PRP-00000388,Transition,USA List Prices 
BMC Helix ITSM on Azure - Service Desk User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,136.58,PRP-00000389,Transition,USA List Prices 
BMC Helix ITSM on Azure - Service Optimization Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,433.83,PRP-00000407,Transition,USA List Prices 
BMC Helix ITSM on Azure - Service Optimization User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,144.61,PRP-00000405,Transition,USA List Prices 
BMC Helix ITSM on Azure - Suite Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,743.15,PRP-00000402,Transition,USA List Prices 
BMC Helix ITSM on Azure - Suite User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,247.72,PRP-00000401,Transition,USA List Prices 
BMC Helix ITSM on BMC Cloud - Custom Applications Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,147.57,PRP-00000379,Transition,USA List Prices 
BMC Helix ITSM on BMC Cloud - Custom Applications User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,49.65,PRP-00000398,Transition,USA List Prices 
BMC Helix ITSM on BMC Cloud (Public Sector) - Custom Applications Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,188.54,PRP-00006734,Transition,USA List Prices 
BMC Helix ITSM on BMC Cloud (Public Sector) - Custom Applications User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,63.34,PRP-00006736,Transition,USA List Prices 
BMC Helix ITSM on BMC Cloud (Public Sector) - Service Desk Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,490.08,PRP-00006751,Transition,USA List Prices 
BMC Helix ITSM on BMC Cloud (Public Sector) - Service Desk User License,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,163.36,PRP-00006727,Transition,USA List Prices 
BMC Helix ITSM on BMC Cloud (Public Sector) - Service Optimization Concurrent User License,SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,518.2,PRP-00006730,Transition,USA List Prices 
BMC Helix ITSM OnPrem - AI Service Management Concurrent User License,OPS,ITSM,ITSM On Prem,per concurrent user ,140.03,PRP-00006941,Withdrawn,USA List Prices 
BMC Helix ITSM OnPrem - AI Service Management Concurrent User License,Perpetual,ITSM,ITSM On Prem,per concurrent user ,4201,PRP-00006943,Withdrawn,USA List Prices 
BMC Helix ITSM OnPrem - AI Service Management User License,OPS,ITSM,ITSM On Prem,per named user ,49.01,PRP-00006945,Withdrawn,USA List Prices 
BMC Helix ITSM OnPrem - AI Service Management User License,Perpetual,ITSM,ITSM On Prem,per named user ,1470,PRP-00006947,Withdrawn,USA List Prices 
BMC Helix ITSM OnPrem - Service Desk Concurrent User License,OPS,ITSM,ITSM On Prem,per concurrent user ,417.25,PRP-00003117,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Service Desk Concurrent User License,Perpetual,ITSM,ITSM On Prem,per concurrent user ,12518,PRP-00003118,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Service Desk User License,OPS,ITSM,ITSM On Prem,per named user ,139.09,PRP-00003119,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Service Desk User License,Perpetual,ITSM,ITSM On Prem,per named user ,4173,PRP-00003120,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Service Optimization Concurrent User License,OPS,ITSM,ITSM On Prem,per concurrent user ,455.22,PRP-00003113,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Service Optimization Concurrent User License,Perpetual,ITSM,ITSM On Prem,per concurrent user ,13656,PRP-00003114,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Service Optimization User License,OPS,ITSM,ITSM On Prem,per named user ,143.03,PRP-00003111,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Service Optimization User License,Perpetual,ITSM,ITSM On Prem,per named user ,4291,PRP-00003112,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Smart Reporting Support Extension,OPS,ITSM,ITSM On Prem,per enterprise ,0,PRP-00007210,Controlled,USA List Prices 
BMC Helix ITSM OnPrem - Smart Reporting Support Extension,Perpetual,ITSM,ITSM On Prem,per enterprise ,0,PRP-00007211,Controlled,USA List Prices 
BMC Helix ITSM OnPrem - Suite Concurrent User License,OPS,ITSM,ITSM On Prem,per concurrent user ,758.59,PRP-00003107,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Suite Concurrent User License,Perpetual,ITSM,ITSM On Prem,per concurrent user ,22758,PRP-00003108,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Suite User License,OPS,ITSM,ITSM On Prem,per named user ,252.86,PRP-00003121,Transition,USA List Prices 
BMC Helix ITSM OnPrem - Suite User License,Perpetual,ITSM,ITSM On Prem,per named user ,7586,PRP-00003122,Transition,USA List Prices 
BMC Helix Knowledge Management by ComAround - Article Pack (1000 Named Users),SaaS,ITSM,ITSM SaaS,per named user - SaaS ,486.03,PRP-00006404,Generally Available,USA List Prices 
BMC Helix Knowledge Management by ComAround - Enterprise,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,321.94,PRP-00005839,Generally Available,USA List Prices 
BMC Helix Knowledge Management by ComAround - Legacy Maintenance (Concurrent User),SaaS,ITSM,ITSM SaaS,per concurrent user - SaaS ,1109.58,PRP-00005842,Transition,USA List Prices 
BMC Helix Knowledge Management by ComAround - Legacy Maintenance (Named User),SaaS,ITSM,ITSM SaaS,per named user - SaaS ,453.21,PRP-00005847,Transition,USA List Prices 
BMC Helix Knowledge Management by ComAround - Premium,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,453.21,PRP-00005844,Transition,USA List Prices 
BMC Helix Knowledge Management by ComAround - Professional,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,256.3,PRP-00005832,Generally Available,USA List Prices 
BMC Helix Knowledge Management by ComAround - Professional with Self-Service,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,269.43,PRP-00005837,Generally Available,USA List Prices 
BMC Helix Knowledge Management by ComAround - Team,SaaS,ITSM,ITSM SaaS,per named user - SaaS ,223.48,PRP-00005834,Transition,USA List Prices 
BMC Helix Multi-Cloud Broker,SaaS,ITSM,ITSM SaaS,per instance - SaaS ,5469.77,PRP-00007015,Generally Available,USA List Prices 
BMC Helix Multi-Cloud Broker on AWS,SaaS,ITSM,ITSM SaaS,per instance - SaaS ,5469.77,PRP-00007017,Transition,USA List Prices 
BMC Helix Multi-Cloud Broker on AWS (FedRAMP),SaaS,ITSM,ITSM SaaS,per instance - SaaS ,7876.47,PRP-00007011,Generally Available,USA List Prices 
BMC Helix Multi-Cloud Broker OnPrem,OPS,ITSM,ITSM On Prem,per instance ,6563.72,PRP-00006987,Generally Available,USA List Prices 
BMC Helix Multi-Cloud Broker OnPrem,Perpetual,ITSM,ITSM On Prem,per instance ,175032,PRP-00006989,Generally Available,USA List Prices 
BMC Helix Multi-Cloud Service Management with Two Premium Connectors on AWS,SaaS,ITSM,ITSM SaaS,per instance - SaaS ,9373.01,PRP-00004556,Transition,USA List Prices 
BMC Helix Multi-Cloud Service Management with Two Premium Connectors on BMC Cloud,SaaS,ITSM,ITSM SaaS,per instance - SaaS ,9373.01,PRP-00004555,Transition,USA List Prices 
BMC Helix Non-Standard Integration,SaaS,ITSM,ITSM SaaS,Each ,346.8,PRP-00004597,Generally Available,USA List Prices 
BMC Helix Non-Standard Integration (German Regulated Cloud),SaaS,ITSM,ITSM SaaS,Each ,416.19,PRP-00004605,Generally Available,USA List Prices 
BMC Helix Non-Standard Integration (Public Sector),SaaS,ITSM,ITSM SaaS,Each ,409.74,PRP-00004230,Transition,USA List Prices 
BMC Helix Non-Standard Integration on AWS,SaaS,ITSM,ITSM SaaS,Each ,346.8,PRP-00004603,Transition,USA List Prices 
BMC Helix Non-Standard Integration on AWS (DoD Impact Level 4),SaaS,ITSM,ITSM SaaS,Each ,491.68,PRP-00004231,Generally Available,USA List Prices 
BMC Helix Non-standard Integration on AWS (DoD Impact Level 4) - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,491.66,PRP-00011273,Controlled,USA List Prices 
BMC Helix Non-Standard Integration on AWS (DoD Impact Level 5),SaaS,ITSM,ITSM SaaS,Each ,590.02,PRP-00004599,Generally Available,USA List Prices 
BMC Helix Non-standard Integration on AWS (DoD Impact Level 5) - per ticket - SaaS,SaaS,ITSM,ITSM SaaS,per ticket - SaaS ,590,PRP-00011274,Controlled,USA List Prices 
BMC Helix Non-Standard Integration on AWS (FedRAMP),SaaS,ITSM,ITSM SaaS,Each ,409.74,PRP-00004232,Generally Available,USA List Prices 
BMC Helix Non-Standard Integration on Azure,SaaS,ITSM,ITSM SaaS,Each ,346.8,PRP-00004601,Transition,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics (3 Day Retention),SaaS,ITOM,ITOM SaaS,Each ,62.51,PRP-00006982,Controlled,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics (30 Day Retention),SaaS,ITOM,ITOM SaaS,Each ,625.12,PRP-00006976,Generally Available,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics (30 Day Retention) (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,Each ,1080.22,PRP-00011058,Generally Available,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics (30 Day Retention) (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,Each ,1296.24,PRP-00010810,Generally Available,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics (30 Day Retention) (FedRAMP),SaaS,ITOM,ITOM SaaS,Each ,900.17,PRP-00006980,Generally Available,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics (7 Day Retention),SaaS,ITOM,ITOM SaaS,Each ,146.28,PRP-00006978,Controlled,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics Cold Storage,SaaS,ITOM,ITOM SaaS,Each ,252.55,PRP-00004872,Generally Available,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics Cold Storage (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,Each ,436.37,PRP-00011059,Generally Available,USA List Prices 
BMC Helix Operations Management - 1 GB Log Analytics Cold Storage (FedRAMP),SaaS,ITOM,ITOM SaaS,Each ,363.67,PRP-00004873,Generally Available,USA List Prices 
BMC Helix Operations Management - AIOps Add-On - Resource Unit,SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,55.16,PRP-00006872,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-On - Resource Unit (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,95.31,PRP-00011060,Generally Available,USA List Prices 
BMC Helix Operations Management - AIOps Add-On - Resource Unit (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,114.35,PRP-00010811,Generally Available,USA List Prices 
BMC Helix Operations Management - AIOps Add-On - Resource Unit (FedRAMP),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,79.41,PRP-00006870,Generally Available,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Devices,SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,11.34,PRP-00006864,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Devices (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,19.53,PRP-00011061,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Devices (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,23.42,PRP-00010812,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Devices (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,16.29,PRP-00006867,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Serverless Assets (250-Pack),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,590.74,PRP-00006874,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Serverless Assets (250-Pack) (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,1020.83,PRP-00011062,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Serverless Assets (250-Pack) (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,1224.98,PRP-00010813,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Serverless Assets (250-Pack) (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,850.66,PRP-00006866,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Servers,SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,55.14,PRP-00006862,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Servers (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,95.28,PRP-00011063,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Servers (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,114.35,PRP-00010814,Transition,USA List Prices 
BMC Helix Operations Management - AIOps Add-on for Servers (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,79.39,PRP-00006869,Transition,USA List Prices 
BMC Helix Operations Management - Event Management - Resource Unit,SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,65.64,PRP-00003611,Transition,USA List Prices 
BMC Helix Operations Management - Event Management - Resource Unit (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,113.43,PRP-00011064,Generally Available,USA List Prices 
BMC Helix Operations Management - Event Management - Resource Unit (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,136.1,PRP-00010815,Transition,USA List Prices 
BMC Helix Operations Management - Event Management - Resource Unit (FedRAMP),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,94.52,PRP-00003610,Generally Available,USA List Prices 
BMC Helix Operations Management - Event Management for Devices,SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,13.43,PRP-00003973,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Devices (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,23.2,PRP-00011065,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Devices (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,27.84,PRP-00010816,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Devices (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,19.35,PRP-00003974,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Devices on BMC Cloud,SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,13.43,PRP-00003975,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Serverless Assets (250-Pack),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,492.28,PRP-00003714,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Serverless Assets (250-Pack) (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,850.62,PRP-00011066,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Serverless Assets (250-Pack) (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,1020.77,PRP-00010817,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Serverless Assets (250-Pack) (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,708.88,PRP-00003715,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Serverless Assets on BMC Cloud (250-Pack),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,492.28,PRP-00003713,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Servers,SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,65.64,PRP-00003608,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Servers (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,113.43,PRP-00011067,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Servers (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,136.1,PRP-00010818,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Servers (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,94.52,PRP-00003612,Transition,USA List Prices 
BMC Helix Operations Management - Event Management for Servers on BMC Cloud,SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,65.64,PRP-00003609,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management - Resource Unit,SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,91.92,PRP-00002217,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management - Resource Unit (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,158.76,PRP-00011068,Generally Available,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management - Resource Unit (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,190.53,PRP-00010819,Generally Available,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management - Resource Unit (FedRAMP),SaaS,ITOM,ITOM SaaS,per resource unit - SaaS ,132.32,PRP-00002220,Generally Available,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Devices,SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,18.9,PRP-00002838,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Devices (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,32.67,PRP-00011069,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Devices (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,39.17,PRP-00010820,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Devices (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,27.18,PRP-00002840,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Devices on BMC Cloud,SaaS,ITOM,ITOM SaaS,per asset - average device endpoint - SaaS ,18.9,PRP-00002839,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Serverless Assets (250-Pack),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,984.56,PRP-00001677,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Serverless Assets (250-Pack) (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,1701.3,PRP-00011070,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Serverless Assets (250-Pack) (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,2041.55,PRP-00010821,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Serverless Assets (250-Pack) (FedRAMP),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,1417.77,PRP-00001679,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Serverless Assets on BMC Cloud (250-Pack),SaaS,ITOM,ITOM SaaS,per asset - average Serverless Asset - SaaS ,984.56,PRP-00001678,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Servers,SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,91.89,PRP-00002221,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Servers (DoD Impact Level 4),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,158.76,PRP-00011071,Transition,USA List Prices 
BMC Helix Operations Management - Monitoring and Event Management for Servers (DoD Impact Level 5),SaaS,ITOM,ITOM SaaS,per asset - average server endpoint - SaaS ,190.53,PRP-00010822,Transition,USA List Prices 
